row_id,state,district,season,year,yield_t_ha,split
RICE_000037,Arunachal Pradesh,UPPER SUBANSIRI,Kharif,1997,0.70242656449553,train
RICE_000038,Arunachal Pradesh,WEST KAMENG,Kharif,1997,0.9617486338797814,train
RICE_000039,Arunachal Pradesh,WEST SIANG,Kharif,1997,0.88,train
RICE_000040,Assam,BARPETA,Autumn,1997,0.5207276208712303,train
RICE_000041,Assam,BARPETA,Summer,1997,1.4498305084745762,train
RICE_000042,Assam,BARPETA,Winter,1997,0.7434742513226229,train
RICE_000043,Assam,BONGAIGAON,Autumn,1997,0.47624856000542115,train
RICE_000044,Assam,BONGAIGAON,Summer,1997,0.8579956016336789,train
RICE_000045,Assam,BONGAIGAON,Winter,1997,0.679016906810225,train
RICE_000046,Assam,CACHAR,Autumn,1997,0.9611017153901908,train
RICE_000047,Assam,CACHAR,Summer,1997,1.0893055555555555,train
RICE_000048,Assam,CACHAR,Winter,1997,1.0710227272727273,train
RICE_000049,Assam,DARRANG,Autumn,1997,0.5852112471286093,train
RICE_000050,Assam,DARRANG,Summer,1997,1.1506373117033604,train
RICE_000051,Assam,DARRANG,Winter,1997,0.7559511666111904,train
RICE_000052,Assam,DHEMAJI,Autumn,1997,0.551843137254902,train
RICE_000053,Assam,DHEMAJI,Summer,1997,0.6656353591160221,train
RICE_000054,Assam,DHEMAJI,Winter,1997,0.8505757406372275,train
RICE_000055,Assam,DHUBRI,Autumn,1997,0.4032024227584652,train
RICE_000056,Assam,DHUBRI,Summer,1997,0.7335072326298316,train
RICE_000057,Assam,DHUBRI,Winter,1997,0.6395693929842025,train
RICE_000058,Assam,DIBRUGARH,Autumn,1997,1.3087672281776417,train
RICE_000059,Assam,DIBRUGARH,Summer,1997,1.197452229299363,train
RICE_000060,Assam,DIBRUGARH,Winter,1997,1.1478516835364594,train
RICE_000061,Assam,DIMA HASAO,Autumn,1997,0.9012366310160428,train
RICE_000062,Assam,DIMA HASAO,Summer,1997,1.1923076923076923,train
RICE_000063,Assam,DIMA HASAO,Winter,1997,1.3066403843784649,train
RICE_000064,Assam,GOALPARA,Autumn,1997,0.7622616407982261,train
RICE_000065,Assam,GOALPARA,Summer,1997,1.2439320388349515,train
RICE_000066,Assam,GOALPARA,Winter,1997,0.7853652694610779,train
RICE_000067,Assam,GOLAGHAT,Autumn,1997,0.7025073413146601,train
RICE_000068,Assam,GOLAGHAT,Summer,1997,0.8640776699029126,train
RICE_000069,Assam,GOLAGHAT,Winter,1997,1.2997747022851625,train
RICE_000070,Assam,HAILAKANDI,Autumn,1997,1.3703076923076922,train
RICE_000071,Assam,HAILAKANDI,Summer,1997,1.1546666666666667,train
RICE_000072,Assam,HAILAKANDI,Winter,1997,1.0001126760563381,train
RICE_000073,Assam,JORHAT,Autumn,1997,0.8696461824953445,train
RICE_000074,Assam,JORHAT,Summer,1997,1.197907949790795,train
RICE_000075,Assam,JORHAT,Winter,1997,1.016486646884273,train
RICE_000076,Assam,KAMRUP,Autumn,1997,0.7324627650421582,train
RICE_000077,Assam,KAMRUP,Summer,1997,1.3373782915247734,train
RICE_000078,Assam,KAMRUP,Winter,1997,1.0330737254527211,train
RICE_000079,Assam,KARBI ANGLONG,Autumn,1997,0.7565192196252656,train
RICE_000080,Assam,KARBI ANGLONG,Summer,1997,1.2,train
RICE_000081,Assam,KARBI ANGLONG,Winter,1997,1.00465555263134,train
RICE_000082,Assam,KARIMGANJ,Autumn,1997,1.2187670485542825,train
RICE_000083,Assam,KARIMGANJ,Summer,1997,0.6553163444639719,train
RICE_000084,Assam,KARIMGANJ,Winter,1997,1.1550715214564369,train
RICE_000085,Assam,KOKRAJHAR,Autumn,1997,0.5254636348975972,train
RICE_000086,Assam,KOKRAJHAR,Summer,1997,0.8364611260053619,train
RICE_000087,Assam,KOKRAJHAR,Winter,1997,0.7806372975796622,train
RICE_000088,Assam,LAKHIMPUR,Autumn,1997,0.6435470668485676,train
RICE_000089,Assam,LAKHIMPUR,Summer,1997,0.5552356020942408,train
RICE_000090,Assam,LAKHIMPUR,Winter,1997,0.8734968734968735,train
RICE_000091,Assam,MARIGAON,Autumn,1997,0.5201777119585339,train
RICE_000092,Assam,MARIGAON,Summer,1997,1.484,train
RICE_000093,Assam,MARIGAON,Winter,1997,0.7925974025974026,train
RICE_000094,Assam,NAGAON,Autumn,1997,0.9533142211797411,train
RICE_000095,Assam,NAGAON,Summer,1997,1.558847677863849,train
RICE_000096,Assam,NAGAON,Winter,1997,0.9591028838877834,train
RICE_000097,Assam,NALBARI,Autumn,1997,0.5910361445783132,train
RICE_000098,Assam,NALBARI,Summer,1997,0.78828125,train
RICE_000099,Assam,NALBARI,Winter,1997,0.8451238095238095,train
RICE_000100,Assam,SIVASAGAR,Autumn,1997,0.9585987261146497,train
RICE_000101,Assam,SIVASAGAR,Summer,1997,1.2,train
RICE_000102,Assam,SIVASAGAR,Winter,1997,1.0082892122801694,train
RICE_000103,Assam,SONITPUR,Autumn,1997,0.6607489421271993,train
RICE_000104,Assam,SONITPUR,Summer,1997,0.783,train
RICE_000105,Assam,SONITPUR,Winter,1997,1.1154417993534222,train
RICE_000106,Assam,TINSUKIA,Autumn,1997,0.993581514762516,train
RICE_000107,Assam,TINSUKIA,Summer,1997,1.1944444444444444,train
RICE_000108,Assam,TINSUKIA,Winter,1997,0.7738854650953256,train
RICE_000109,Bihar,ARARIA,Autumn,1997,1.1969680017901096,train
RICE_000110,Bihar,ARARIA,Summer,1997,1.6503125368557614,train
RICE_000111,Bihar,ARARIA,Winter,1997,1.288246874168662,train
RICE_000112,Bihar,AURANGABAD,Summer,1997,1.9,train
RICE_000113,Bihar,AURANGABAD,Winter,1997,2.0663531165121416,train
RICE_000114,Bihar,BANKA,Autumn,1997,1.5526315789473684,train
RICE_000115,Bihar,BANKA,Summer,1997,1.6833333333333333,train
RICE_000116,Bihar,BANKA,Winter,1997,1.6076629978876726,train
RICE_000117,Bihar,BEGUSARAI,Autumn,1997,1.4974398361495136,train
RICE_000118,Bihar,BEGUSARAI,Summer,1997,1.4583333333333333,train
RICE_000119,Bihar,BEGUSARAI,Winter,1997,0.9430541566591772,train
RICE_000120,Bihar,BHAGALPUR,Autumn,1997,1.536625514403292,train
RICE_000121,Bihar,BHAGALPUR,Summer,1997,1.7661290322580645,train
RICE_000122,Bihar,BHAGALPUR,Winter,1997,1.5768310475634666,train
RICE_000123,Bihar,BHOJPUR,Autumn,1997,1.0747800586510263,train
RICE_000124,Bihar,BHOJPUR,Summer,1997,1.7222222222222223,train
RICE_000125,Bihar,BHOJPUR,Winter,1997,1.9211643080144323,train
RICE_000126,Bihar,BUXAR,Summer,1997,1.5,train
RICE_000127,Bihar,BUXAR,Winter,1997,2.349334844143251,train
RICE_000128,Bihar,DARBHANGA,Autumn,1997,1.0166513433445705,train
RICE_000129,Bihar,DARBHANGA,Summer,1997,1.3702445652173914,train
RICE_000130,Bihar,DARBHANGA,Winter,1997,1.0850370055811696,train
RICE_000131,Bihar,GAYA,Autumn,1997,1.6360085227272727,train
RICE_000132,Bihar,GAYA,Summer,1997,1.9442896935933147,train
RICE_000133,Bihar,GAYA,Winter,1997,1.501039814340396,train
RICE_000134,Bihar,GOPALGANJ,Autumn,1997,1.6163942881963296,train
RICE_000135,Bihar,GOPALGANJ,Summer,1997,1.8148148148148149,train
RICE_000136,Bihar,GOPALGANJ,Winter,1997,1.7218672405230921,train
RICE_000137,Bihar,JAMUI,Summer,1997,2.017857142857143,train
RICE_000138,Bihar,JAMUI,Winter,1997,1.1514734405305638,train
RICE_000139,Bihar,JEHANABAD,Autumn,1997,1.0,train
RICE_000140,Bihar,JEHANABAD,Summer,1997,2.0161290322580645,train
RICE_000141,Bihar,JEHANABAD,Winter,1997,1.3889967924884297,train
RICE_000142,Bihar,KAIMUR (BHABUA),Autumn,1997,1.0762942779291553,train
RICE_000143,Bihar,KAIMUR (BHABUA),Winter,1997,1.9954043354281443,train
RICE_000144,Bihar,KATIHAR,Autumn,1997,1.1648572765559195,train
RICE_000145,Bihar,KATIHAR,Summer,1997,2.008215389620953,train
RICE_000146,Bihar,KATIHAR,Winter,1997,1.1747327557908858,train
RICE_000147,Bihar,KHAGARIA,Autumn,1997,0.6131764030429167,train
RICE_000148,Bihar,KHAGARIA,Summer,1997,1.7251655629139073,train
RICE_000149,Bihar,KHAGARIA,Winter,1997,1.1620495219416525,train
RICE_000150,Bihar,KISHANGANJ,Autumn,1997,0.7987225424520954,train
RICE_000151,Bihar,KISHANGANJ,Summer,1997,2.24420384951881,train
RICE_000152,Bihar,KISHANGANJ,Winter,1997,1.145109783083997,train
RICE_000153,Bihar,LAKHISARAI,Winter,1997,1.21249322406811,train
RICE_000154,Bihar,MADHEPURA,Autumn,1997,1.4092239323650553,train
RICE_000155,Bihar,MADHEPURA,Summer,1997,2.1241273387321975,train
RICE_000156,Bihar,MADHEPURA,Winter,1997,1.731417057040507,train
RICE_000157,Bihar,MADHUBANI,Autumn,1997,1.3050170135316927,train
RICE_000158,Bihar,MADHUBANI,Summer,1997,2.144863409003463,train
RICE_000159,Bihar,MADHUBANI,Winter,1997,1.0715504364385482,train
RICE_000160,Bihar,MUNGER,Autumn,1997,1.0,train
RICE_000161,Bihar,MUNGER,Summer,1997,2.0,train
RICE_000162,Bihar,MUNGER,Winter,1997,1.576604682770124,train
RICE_000163,Bihar,MUZAFFARPUR,Autumn,1997,1.1884706045479756,train
RICE_000164,Bihar,MUZAFFARPUR,Summer,1997,1.5391414141414141,train
RICE_000165,Bihar,MUZAFFARPUR,Winter,1997,1.3225203526181415,train
RICE_000166,Bihar,NALANDA,Summer,1997,2.0120481927710845,train
RICE_000167,Bihar,NALANDA,Winter,1997,1.101176097520029,train
RICE_000168,Bihar,NAWADA,Autumn,1997,1.0,train
RICE_000169,Bihar,NAWADA,Summer,1997,1.793103448275862,train
RICE_000170,Bihar,NAWADA,Winter,1997,1.5030936912496133,train
RICE_000171,Bihar,PASHCHIM CHAMPARAN,Autumn,1997,1.8328335925349921,train
RICE_000172,Bihar,PASHCHIM CHAMPARAN,Summer,1997,1.5399617590822179,train
RICE_000173,Bihar,PASHCHIM CHAMPARAN,Winter,1997,1.8454689094440238,train
RICE_000174,Bihar,PATNA,Autumn,1997,1.3519932145886344,train
RICE_000175,Bihar,PATNA,Summer,1997,1.9589041095890412,train
RICE_000176,Bihar,PATNA,Winter,1997,1.911435986521275,train
RICE_000177,Bihar,PURBI CHAMPARAN,Autumn,1997,1.263521812309512,train
RICE_000178,Bihar,PURBI CHAMPARAN,Summer,1997,1.470499243570348,train
RICE_000179,Bihar,PURBI CHAMPARAN,Winter,1997,1.4204910562219788,train
RICE_000180,Bihar,PURNIA,Autumn,1997,1.2283766063467085,train
RICE_000181,Bihar,PURNIA,Summer,1997,2.1787374337909413,train
RICE_000182,Bihar,PURNIA,Winter,1997,1.086273231170525,train
RICE_000183,Bihar,ROHTAS,Autumn,1997,1.5635148042024833,train
RICE_000184,Bihar,ROHTAS,Summer,1997,1.855072463768116,train
RICE_000185,Bihar,ROHTAS,Winter,1997,1.773550448193198,train
RICE_000186,Bihar,SAHARSA,Autumn,1997,0.9725378787878788,train
RICE_000187,Bihar,SAHARSA,Summer,1997,1.6846935431006227,train
RICE_000188,Bihar,SAHARSA,Winter,1997,1.0016393212929622,train
RICE_000189,Bihar,SAMASTIPUR,Autumn,1997,1.3419476019301144,train
RICE_000190,Bihar,SAMASTIPUR,Summer,1997,1.7156196943972835,train
RICE_000191,Bihar,SAMASTIPUR,Winter,1997,1.1836040936091032,train
RICE_000192,Bihar,SARAN,Autumn,1997,1.4287759484609879,train
RICE_000193,Bihar,SARAN,Winter,1997,1.38093112979385,train
RICE_000194,Bihar,SHEIKHPURA,Summer,1997,2.0,train
RICE_000195,Bihar,SHEIKHPURA,Winter,1997,1.4595826178840312,train
RICE_000196,Bihar,SHEOHAR,Autumn,1997,1.6019345238095237,train
RICE_000197,Bihar,SHEOHAR,Summer,1997,1.625,train
RICE_000198,Bihar,SHEOHAR,Winter,1997,1.474047018879572,train
RICE_000199,Bihar,SITAMARHI,Autumn,1997,1.2225954198473283,train
RICE_000200,Bihar,SITAMARHI,Summer,1997,1.4584895554365291,train
RICE_000201,Bihar,SITAMARHI,Winter,1997,1.1894563426688634,train
RICE_000202,Bihar,SIWAN,Autumn,1997,1.0688733147569591,train
RICE_000203,Bihar,SIWAN,Winter,1997,1.5234468501795235,train
RICE_000204,Bihar,SUPAUL,Autumn,1997,1.2472178060413355,train
RICE_000205,Bihar,SUPAUL,Summer,1997,1.5967425205036387,train
RICE_000206,Bihar,SUPAUL,Winter,1997,1.0823311001695053,train
RICE_000207,Bihar,VAISHALI,Autumn,1997,0.8879803761242846,train
RICE_000208,Bihar,VAISHALI,Summer,1997,1.6271186440677967,train
RICE_000209,Bihar,VAISHALI,Winter,1997,0.9198578354836059,train
RICE_000210,Goa,SOUTH GOA,Kharif,1997,2.6939152218340037,train
RICE_000211,Goa,SOUTH GOA,Rabi,1997,2.968988623967586,train
RICE_000212,Gujarat,AHMADABAD,Whole Year,1997,1.5205843293492696,train
RICE_000213,Gujarat,BHARUCH,Whole Year,1997,0.9800796812749004,train
RICE_000214,Gujarat,BHAVNAGAR,Whole Year,1997,2.0,train
RICE_000215,Gujarat,DANG,Whole Year,1997,0.7719298245614035,train
RICE_000216,Gujarat,GANDHINAGAR,Whole Year,1997,2.6944444444444446,train
RICE_000217,Gujarat,JUNAGADH,Whole Year,1997,2.0,train
RICE_000218,Gujarat,KHEDA,Whole Year,1997,1.7577120822622108,train
RICE_000219,Gujarat,MAHESANA,Whole Year,1997,1.9782608695652173,train
RICE_000220,Gujarat,PANCH MAHALS,Whole Year,1997,1.188758389261745,train
RICE_000221,Gujarat,SABAR KANTHA,Whole Year,1997,1.842281879194631,train
RICE_000222,Gujarat,SURAT,Whole Year,1997,1.8205128205128205,train
RICE_000223,Gujarat,SURENDRANAGAR,Whole Year,1997,2.0,train
RICE_000224,Gujarat,VADODARA,Whole Year,1997,1.0,train
RICE_000225,Gujarat,VALSAD,Whole Year,1997,1.7607361963190185,train
RICE_000226,Haryana,AMBALA,Kharif,1997,2.8,train
RICE_000227,Haryana,BHIWANI,Kharif,1997,3.0,train
RICE_000228,Haryana,FARIDABAD,Kharif,1997,2.8095238095238093,train
RICE_000229,Haryana,FATEHABAD,Kharif,1997,3.5384615384615383,train
RICE_000230,Haryana,GURGAON,Kharif,1997,2.857142857142857,train
RICE_000231,Haryana,HISAR,Kharif,1997,2.909090909090909,train
RICE_000232,Haryana,JHAJJAR,Kharif,1997,1.625,train
RICE_000233,Haryana,JIND,Kharif,1997,2.765432098765432,train
RICE_000234,Haryana,KAITHAL,Kharif,1997,2.8933333333333335,train
RICE_000235,Haryana,KARNAL,Kharif,1997,2.652173913043478,train
RICE_000236,Haryana,KURUKSHETRA,Kharif,1997,3.0849056603773586,train
RICE_000237,Haryana,PANCHKULA,Kharif,1997,2.6666666666666665,train
RICE_000238,Haryana,PANIPAT,Kharif,1997,2.449275362318841,train
RICE_000239,Haryana,ROHTAK,Kharif,1997,1.8125,train
RICE_000240,Haryana,SIRSA,Kharif,1997,3.34375,train
RICE_000241,Haryana,SONIPAT,Kharif,1997,2.096774193548387,train
RICE_000242,Haryana,YAMUNANAGAR,Kharif,1997,3.111111111111111,train
RICE_000243,Jammu and Kashmir,ANANTNAG,Kharif,1997,0.026769059327987597,train
RICE_000244,Jammu and Kashmir,BADGAM,Kharif,1997,0.022439688855432485,train
RICE_000245,Jammu and Kashmir,BARAMULLA,Kharif,1997,0.01953125,train
RICE_000246,Jammu and Kashmir,DODA,Kharif,1997,0.010848601735776278,train
RICE_000247,Jammu and Kashmir,JAMMU,Kharif,1997,0.018294787711425613,train
RICE_000248,Jammu and Kashmir,KATHUA,Kharif,1997,0.01720223541739434,train
RICE_000249,Jammu and Kashmir,KUPWARA,Kharif,1997,0.012920343773432543,train
RICE_000250,Jammu and Kashmir,POONCH,Kharif,1997,0.012784880489160644,train
RICE_000251,Jammu and Kashmir,PULWAMA,Kharif,1997,0.024870702768481898,train
RICE_000252,Jammu and Kashmir,RAJAURI,Kharif,1997,0.014998421218819072,train
RICE_000253,Jammu and Kashmir,SRINAGAR,Kharif,1997,0.02103066302777332,train
RICE_000254,Jammu and Kashmir,UDHAMPUR,Kharif,1997,0.01122563526890499,train
RICE_000255,Karnataka,BANGALORE RURAL,Kharif,1997,2.3359430604982205,train
RICE_000256,Karnataka,BANGALORE RURAL,Rabi,1997,2.164102564102564,train
RICE_000257,Karnataka,BANGALORE RURAL,Summer,1997,2.8501149425287355,train
RICE_000258,Karnataka,BELGAUM,Kharif,1997,1.4384316063639502,train
RICE_000259,Karnataka,BELGAUM,Summer,1997,2.85,train
RICE_000260,Karnataka,BELLARY,Kharif,1997,2.8357469512195124,train
RICE_000261,Karnataka,BELLARY,Summer,1997,2.781614559029398,train
RICE_000262,Karnataka,BENGALURU URBAN,Kharif,1997,3.1459937268320504,train
RICE_000263,Karnataka,BENGALURU URBAN,Summer,1997,2.7875399361022364,train
RICE_000264,Karnataka,BIDAR,Kharif,1997,0.6509323388385722,train
RICE_000265,Karnataka,BIDAR,Rabi,1997,1.5,train
RICE_000266,Karnataka,BIJAPUR,Kharif,1997,1.4111111111111112,train
RICE_000267,Karnataka,CHIKMAGALUR,Kharif,1997,2.346858176224823,train
RICE_000268,Karnataka,CHIKMAGALUR,Summer,1997,3.509180996793938,train
RICE_000269,Karnataka,CHITRADURGA,Kharif,1997,3.435242290748899,train
RICE_000270,Karnataka,CHITRADURGA,Rabi,1997,2.129577464788732,train
RICE_000271,Karnataka,CHITRADURGA,Summer,1997,3.3638266885126527,train
RICE_000272,Karnataka,DAKSHIN KANNAD,Kharif,1997,1.9391613285245195,train
RICE_000273,Karnataka,DAKSHIN KANNAD,Rabi,1997,1.935469547842818,train
RICE_000274,Karnataka,DAKSHIN KANNAD,Summer,1997,2.004894578313253,train
RICE_000275,Karnataka,DHARWAD,Kharif,1997,1.1533768334169874,train
RICE_000276,Karnataka,DHARWAD,Rabi,1997,1.5789473684210527,train
RICE_000277,Karnataka,DHARWAD,Summer,1997,2.508522727272727,train
RICE_000278,Karnataka,GULBARGA,Kharif,1997,1.847822788651191,train
RICE_000279,Karnataka,GULBARGA,Rabi,1997,2.146803900325027,train
RICE_000280,Karnataka,GULBARGA,Summer,1997,2.8176100628930816,train
RICE_000281,Karnataka,HASSAN,Kharif,1997,2.726403203084452,train
RICE_000282,Karnataka,HASSAN,Rabi,1997,2.6770657672849913,train
RICE_000283,Karnataka,HASSAN,Summer,1997,3.1217430368373766,train
RICE_000284,Karnataka,KODAGU,Kharif,1997,2.2194144212716296,train
RICE_000285,Karnataka,KODAGU,Rabi,1997,2.1686746987951806,train
RICE_000286,Karnataka,KODAGU,Summer,1997,2.8502994011976046,train
RICE_000287,Karnataka,KOLAR,Kharif,1997,2.2086562242374277,train
RICE_000288,Karnataka,KOLAR,Rabi,1997,2.1636363636363636,train
RICE_000289,Karnataka,KOLAR,Summer,1997,2.787338893100834,train
RICE_000290,Karnataka,MANDYA,Kharif,1997,2.6019449281859406,train
RICE_000291,Karnataka,MANDYA,Rabi,1997,2.163063619518221,train
RICE_000292,Karnataka,MANDYA,Summer,1997,3.334516345281754,train
RICE_000293,Karnataka,MYSORE,Kharif,1997,2.9191959569425805,train
RICE_000294,Karnataka,MYSORE,Rabi,1997,2.1627906976744184,train
RICE_000295,Karnataka,MYSORE,Summer,1997,2.7720817120622567,train
RICE_000296,Karnataka,RAICHUR,Kharif,1997,3.103825726499417,train
RICE_000297,Karnataka,RAICHUR,Summer,1997,2.39001760120694,train
RICE_000298,Karnataka,SHIMOGA,Kharif,1997,2.2738509503556545,train
RICE_000299,Karnataka,SHIMOGA,Summer,1997,3.112212167835815,train
RICE_000300,Karnataka,TUMKUR,Kharif,1997,2.5616450484749214,train
RICE_000301,Karnataka,TUMKUR,Rabi,1997,2.1595159515951594,train
RICE_000302,Karnataka,TUMKUR,Summer,1997,3.121659077410414,train
RICE_000303,Karnataka,UTTAR KANNAD,Kharif,1997,1.4998887783176258,train
RICE_000304,Karnataka,UTTAR KANNAD,Rabi,1997,2.0106951871657754,train
RICE_000305,Karnataka,UTTAR KANNAD,Summer,1997,1.9813538710985001,train
RICE_000306,Maharashtra,AHMEDNAGAR,Kharif,1997,1.2203389830508475,train
RICE_000307,Maharashtra,AKOLA,Kharif,1997,0.5517241379310345,train
RICE_000308,Maharashtra,AMRAVATI,Kharif,1997,0.6105263157894737,train
RICE_000309,Maharashtra,AURANGABAD,Kharif,1997,1.0909090909090908,train
RICE_000310,Maharashtra,BEED,Kharif,1997,0.5,train
RICE_000311,Maharashtra,BHANDARA,Kharif,1997,1.2430759204952753,train
RICE_000312,Maharashtra,BHANDARA,Summer,1997,1.5078125,train
RICE_000313,Maharashtra,BULDHANA,Kharif,1997,0.42857142857142855,train
RICE_000314,Maharashtra,CHANDRAPUR,Kharif,1997,1.3936950146627567,train
RICE_000315,Maharashtra,CHANDRAPUR,Summer,1997,1.1818181818181819,train
RICE_000316,Maharashtra,DHULE,Kharif,1997,0.8379446640316206,train
RICE_000317,Maharashtra,GADCHIROLI,Kharif,1997,1.0960827790096084,train
RICE_000318,Maharashtra,GADCHIROLI,Summer,1997,1.16,train
RICE_000319,Maharashtra,JALGAON,Kharif,1997,0.9411764705882353,train
RICE_000320,Maharashtra,JALNA,Kharif,1997,0.5,train
RICE_000321,Maharashtra,KOLHAPUR,Summer,1997,2.6666666666666665,train
RICE_000322,Maharashtra,LATUR,Kharif,1997,0.26570048309178745,train
RICE_000323,Maharashtra,NAGPUR,Kharif,1997,0.8116438356164384,train
RICE_000324,Maharashtra,NAGPUR,Summer,1997,1.5,train
RICE_000325,Maharashtra,NANDED,Kharif,1997,0.5875486381322957,train
RICE_000326,Maharashtra,NASHIK,Kharif,1997,1.336322869955157,train
RICE_000327,Maharashtra,OSMANABAD,Kharif,1997,0.2805755395683453,train
RICE_000328,Maharashtra,PARBHANI,Kharif,1997,0.4618834080717489,train
RICE_000329,Maharashtra,PUNE,Kharif,1997,1.1111111111111112,train
RICE_000330,Maharashtra,RAIGAD,Kharif,1997,2.5193861066235863,train
RICE_000331,Maharashtra,RAIGAD,Summer,1997,2.731707317073171,train
RICE_000332,Maharashtra,RATNAGIRI,Kharif,1997,2.313131313131313,train
RICE_000333,Maharashtra,RATNAGIRI,Summer,1997,2.6666666666666665,train
RICE_000334,Maharashtra,SANGLI,Kharif,1997,2.0636942675159236,train
RICE_000335,Maharashtra,SATARA,Kharif,1997,1.5644768856447688,train
RICE_000336,Maharashtra,SINDHUDURG,Kharif,1997,2.6148738379814076,train
RICE_000337,Maharashtra,SINDHUDURG,Summer,1997,1.7826086956521738,train
RICE_000338,Maharashtra,SOLAPUR,Kharif,1997,1.0952380952380953,train
RICE_000339,Maharashtra,THANE,Kharif,1997,2.340149965916837,train
RICE_000340,Maharashtra,THANE,Summer,1997,2.9655172413793105,train
RICE_000341,Maharashtra,WARDHA,Kharif,1997,0.5,train
RICE_000342,Maharashtra,YAVATMAL,Kharif,1997,0.5671641791044776,train
RICE_000343,Manipur,BISHNUPUR,Kharif,1997,2.3529411764705883,train
RICE_000344,Manipur,CHANDEL,Kharif,1997,1.2857142857142858,train
RICE_000345,Manipur,CHURACHANDPUR,Kharif,1997,1.9285714285714286,train
RICE_000346,Manipur,IMPHAL EAST,Kharif,1997,2.3846153846153846,train
RICE_000347,Manipur,IMPHAL WEST,Kharif,1997,2.6875,train
RICE_000348,Manipur,SENAPATI,Kharif,1997,2.0434782608695654,train
RICE_000349,Manipur,TAMENGLONG,Kharif,1997,1.1111111111111112,train
RICE_000350,Manipur,THOUBAL,Kharif,1997,2.8214285714285716,train
RICE_000351,Manipur,UKHRUL,Kharif,1997,2.066666666666667,train
RICE_000352,Meghalaya,EAST GARO HILLS,Kharif,1997,1.3137968903531587,train
RICE_000353,Meghalaya,EAST JAINTIA HILLS,Kharif,1997,1.6415886145237806,train
RICE_000354,Meghalaya,EAST KHASI HILLS,Kharif,1997,1.4903100775193798,train
RICE_000355,Meghalaya,RI BHOI,Kharif,1997,1.3444284869477063,train
RICE_000356,Meghalaya,SOUTH GARO HILLS,Kharif,1997,1.015958617653533,train
RICE_000357,Meghalaya,WEST GARO HILLS,Kharif,1997,1.5368297978954402,train
RICE_000358,Meghalaya,WEST KHASI HILLS,Kharif,1997,1.3095945659095733,train
